/workspace/ssd9/chaj/data/compress/train_256/abseiling/0FsbjTIrBqw_000286_000296.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/l8xsgLYzZVM_000011_000021.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/pdW_enWrcgg_000061_000071.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/j7lQcGkIIeM_000000_000010.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/xYHDCgAK1qY_000008_000018.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/M5Eurb5QPpA_000085_000095.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/YJqm55DPThg_000533_000543.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/-bwYZwnwb8E_000013_000023.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/-utJO7UasYE_000122_000132.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/1JT7K8Cpb_M_000005_000015.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/smxXBHhdmUU_000005_000015.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/uP09GoMAYjU_000340_000350.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/27Ogzc9n4GQ_000116_000126.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/G8nE4DlDVwk_000394_000404.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/gkecovLj8Fg_000057_000067.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/pQqTqDoGkrA_000037_000047.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/fMhi-N3HKWM_000081_000091.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/WNrdRaXP7dY_000083_000093.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/7DVc_T3JbjE_000028_000038.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/p_TDWv8w4II_000043_000053.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/-qAC8YY5F1Q_000040_000050.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/dMBxA3ZtLqY_000013_000023.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/GSBrpJUGBi8_000089_000099.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/7CpnJHUcLqA_000000_000010.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/-o4X5Z_Isyc_000085_000095.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/aZY_0UqRNgA_000098_000108.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/oNT_nF81-ZY_000033_000043.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/w7l52ORboQ8_000035_000045.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/_xN3j__e368_000001_000011.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/46SgcqC8a3g_000045_000055.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/6ALt2LCGX9Y_000221_000231.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/rRh-lkFj4Tw_000001_000011.mp4 0
/workspace/ssd9/chaj/data/compress/train_256/abseiling/TLks8CdB41w_000007_000017.mp4 0
